"","loss","accuracy","data","unit","layer_num","activation","drop_out_rate","batch_size"
"94",0.602511286735535,0.847695410251617,"test",10,2,"relu",0.2,NA
"95",0.609141051769257,0.856821596622467,"train",10,2,"relu",0.3,NA
"96",0.667986273765564,0.82765531539917,"test",10,2,"relu",0.3,NA
"97",0.403052657842636,0.911044478416443,"train",25,2,"sigmoid",0.1,NA
"98",0.482313901185989,0.875751495361328,"test",25,2,"sigmoid",0.1,NA
"99",0.392618298530579,0.900299847126007,"train",25,2,"sigmoid",0.2,NA
"100",0.445853978395462,0.872745513916016,"test",25,2,"sigmoid",0.2,NA
"101",0.380087435245514,0.901549220085144,"train",25,2,"sigmoid",0.3,NA
"102",0.441938132047653,0.87975949048996,"test",25,2,"sigmoid",0.3,NA
"103",0.422343075275421,0.930284857749939,"train",25,2,"relu",0.1,NA
"104",0.527094006538391,0.887775540351868,"test",25,2,"relu",0.1,NA
"105",0.471496254205704,0.925787091255188,"train",25,2,"relu",0.2,NA
"106",0.57903391122818,0.87975949048996,"test",25,2,"relu",0.2,NA
"107",0.44009804725647,0.917291343212128,"train",25,2,"relu",0.3,NA
"108",0.522041201591492,0.87975949048996,"test",25,2,"relu",0.3,NA
"109",0.377458572387695,0.924287855625153,"train",50,2,"sigmoid",0.1,NA
"110",0.446929007768631,0.886773526668549,"test",50,2,"sigmoid",0.1,NA
"111",0.402162373065948,0.922788619995117,"train",50,2,"sigmoid",0.2,NA
"112",0.47172474861145,0.887775540351868,"test",50,2,"sigmoid",0.2,NA
"113",0.343326419591904,0.922788619995117,"train",50,2,"sigmoid",0.3,NA
"114",0.419752687215805,0.882765531539917,"test",50,2,"sigmoid",0.3,NA
"115",0.682764708995819,0.916041970252991,"train",50,2,"relu",0.1,NA
"116",0.704918324947357,0.877755522727966,"test",50,2,"relu",0.1,NA
"117",0.684518277645111,0.922288835048676,"train",50,2,"relu",0.2,NA
"118",0.696686387062073,0.892785549163818,"test",50,2,"relu",0.2,NA
"119",0.5195472240448,0.926036953926086,"train",50,2,"relu",0.3,NA
"120",0.57417219877243,0.890781581401825,"test",50,2,"relu",0.3,NA
"121",0.47389030456543,0.924787580966949,"train",100,2,"sigmoid",0.1,NA
"122",0.517702162265778,0.888777554035187,"test",100,2,"sigmoid",0.1,NA
"123",0.4622483253479,0.926536738872528,"train",100,2,"sigmoid",0.2,NA
"124",0.498172253370285,0.893787562847137,"test",100,2,"sigmoid",0.2,NA
"125",0.404690742492676,0.928785622119904,"train",100,2,"sigmoid",0.3,NA
"126",0.448771983385086,0.897795617580414,"test",100,2,"sigmoid",0.3,NA
"127",0.765180587768555,0.927536249160767,"train",100,2,"relu",0.1,NA
"128",0.737361669540405,0.901803612709045,"test",100,2,"relu",0.1,NA
"129",0.589903771877289,0.927536249160767,"train",100,2,"relu",0.2,NA
"130",0.60300487279892,0.903807640075684,"test",100,2,"relu",0.2,NA
"131",0.640601098537445,0.924287855625153,"train",100,2,"relu",0.3,NA
"132",0.635886490345001,0.900801599025726,"test",100,2,"relu",0.3,NA
"133",0.550620079040527,0.926036953926086,"train",200,2,"sigmoid",0.1,NA
"134",0.588057339191437,0.889779567718506,"test",200,2,"sigmoid",0.1,NA
"135",0.554942667484283,0.923788130283356,"train",200,2,"sigmoid",0.2,NA
"136",0.578385770320892,0.890781581401825,"test",200,2,"sigmoid",0.2,NA
"137",0.4866903424263,0.926036953926086,"train",200,2,"sigmoid",0.3,NA
"138",0.51585066318512,0.894789576530457,"test",200,2,"sigmoid",0.3,NA
"139",0.781463265419006,0.922288835048676,"train",200,2,"relu",0.1,NA
"140",0.775268316268921,0.898797571659088,"test",200,2,"relu",0.1,NA
"141",0.800368189811707,0.925037503242493,"train",200,2,"relu",0.2,NA
"142",0.800661683082581,0.888777554035187,"test",200,2,"relu",0.2,NA
"143",0.738628208637238,0.92078959941864,"train",200,2,"relu",0.3,NA
"144",0.718449413776398,0.901803612709045,"test",200,2,"relu",0.3,NA
"145",0.552123188972473,0.928035974502563,"train",300,2,"sigmoid",0.1,NA
"146",0.584492444992065,0.896793603897095,"test",300,2,"sigmoid",0.1,NA
"147",0.555178046226501,0.92628687620163,"train",300,2,"sigmoid",0.2,NA
"148",0.56619781255722,0.896793603897095,"test",300,2,"sigmoid",0.2,NA
"149",0.577828288078308,0.925037503242493,"train",300,2,"sigmoid",0.3,NA
"150",0.584063231945038,0.894789576530457,"test",300,2,"sigmoid",0.3,NA
"151",0.841184675693512,0.922038972377777,"train",300,2,"relu",0.1,NA
"152",0.831877827644348,0.898797571659088,"test",300,2,"relu",0.1,NA
"153",0.933983087539673,0.9200399518013,"train",300,2,"relu",0.2,NA
"154",0.829834878444672,0.906813621520996,"test",300,2,"relu",0.2,NA
"155",0.817644536495209,0.920539736747742,"train",300,2,"relu",0.3,NA
"156",0.780641138553619,0.901803612709045,"test",300,2,"relu",0.3,NA
"157",0.62498414516449,0.924537718296051,"train",400,2,"sigmoid",0.1,NA
"158",0.651352763175964,0.892785549163818,"test",400,2,"sigmoid",0.1,NA
"159",0.598167240619659,0.926536738872528,"train",400,2,"sigmoid",0.2,NA
"160",0.607343673706055,0.894789576530457,"test",400,2,"sigmoid",0.2,NA
"161",0.572694003582001,0.924287855625153,"train",400,2,"sigmoid",0.3,NA
"162",0.582810401916504,0.892785549163818,"test",400,2,"sigmoid",0.3,NA
"163",0.647686004638672,0.930784583091736,"train",400,2,"relu",0.1,NA
"164",0.610417008399963,0.915831685066223,"test",400,2,"relu",0.1,NA
"165",0.824813485145569,0.924537718296051,"train",400,2,"relu",0.2,NA
"166",0.805680215358734,0.903807640075684,"test",400,2,"relu",0.2,NA
"167",0.796135902404785,0.925787091255188,"train",400,2,"relu",0.3,NA
"168",0.744071245193481,0.909819662570953,"test",400,2,"relu",0.3,NA
"169",0.600168287754059,0.848325848579407,"train",10,3,"sigmoid",0.1,NA
"170",0.679585874080658,0.816633284091949,"test",10,3,"sigmoid",0.1,NA
"171",0.735674262046814,0.832333862781525,"train",10,3,"sigmoid",0.2,NA
"172",0.762131869792938,0.816633284091949,"test",10,3,"sigmoid",0.2,NA
"173",0.96535462141037,0.773363292217255,"train",10,3,"sigmoid",0.3,NA
"174",0.964389204978943,0.758517026901245,"test",10,3,"sigmoid",0.3,NA
"175",0.467044323682785,0.882808566093445,"train",10,3,"relu",0.1,NA
"176",0.634450435638428,0.851703405380249,"test",10,3,"relu",0.1,NA
"177",0.704407334327698,0.86331832408905,"train",10,3,"relu",0.2,NA
"178",0.856536090373993,0.819639265537262,"test",10,3,"relu",0.2,NA
"179",0.697524130344391,0.848825573921204,"train",10,3,"relu",0.3,NA
"180",0.816501140594482,0.814629256725311,"test",10,3,"relu",0.3,NA
"181",0.36395651102066,0.905297338962555,"train",25,3,"sigmoid",0.1,NA
"182",0.461484253406525,0.87374746799469,"test",25,3,"sigmoid",0.1,NA
"183",0.395033925771713,0.884307861328125,"train",25,3,"sigmoid",0.2,NA
"184",0.471141844987869,0.859719455242157,"test",25,3,"sigmoid",0.2,NA
"185",0.48466020822525,0.869565188884735,"train",25,3,"sigmoid",0.3,NA
"186",0.524086475372314,0.855711400508881,"test",25,3,"sigmoid",0.3,NA
"187",0.458886235952377,0.923288345336914,"train",25,3,"relu",0.1,NA
"188",0.693373739719391,0.868737459182739,"test",25,3,"relu",0.1,NA
"189",0.357757776975632,0.92153924703598,"train",25,3,"relu",0.2,NA
"190",0.564204931259155,0.869739472866058,"test",25,3,"relu",0.2,NA
"191",0.43340802192688,0.899550199508667,"train",25,3,"relu",0.3,NA
"192",0.627234041690826,0.857715427875519,"test",25,3,"relu",0.3,NA
"193",0.382182985544205,0.924537718296051,"train",50,3,"sigmoid",0.1,NA
"194",0.449095398187637,0.894789576530457,"test",50,3,"sigmoid",0.1,NA
"195",0.314374834299088,0.921789109706879,"train",50,3,"sigmoid",0.2,NA
"196",0.390889942646027,0.889779567718506,"test",50,3,"sigmoid",0.2,NA
"197",0.353628367185593,0.910794615745544,"train",50,3,"sigmoid",0.3,NA
"198",0.441028326749802,0.880761504173279,"test",50,3,"sigmoid",0.3,NA
"199",0.634039640426636,0.932283878326416,"train",50,3,"relu",0.1,NA
"200",0.68141895532608,0.896793603897095,"test",50,3,"relu",0.1,NA
"201",0.637413382530212,0.921789109706879,"train",50,3,"relu",0.2,NA
"202",0.753536581993103,0.891783595085144,"test",50,3,"relu",0.2,NA
"203",0.513859450817108,0.923038482666016,"train",50,3,"relu",0.3,NA
"204",0.64640611410141,0.882765531539917,"test",50,3,"relu",0.3,NA
"205",0.346923321485519,0.942028999328613,"train",100,3,"sigmoid",0.1,NA
"206",0.464483469724655,0.907815635204315,"test",100,3,"sigmoid",0.1,NA
"207",0.374640822410583,0.936031997203827,"train",100,3,"sigmoid",0.2,NA
"208",0.457142472267151,0.896793603897095,"test",100,3,"sigmoid",0.2,NA
"209",0.326109498739243,0.936281859874725,"train",100,3,"sigmoid",0.3,NA
"210",0.411393344402313,0.902805626392365,"test",100,3,"sigmoid",0.3,NA
"211",0.621548593044281,0.938780605792999,"train",100,3,"relu",0.1,NA
"212",0.690312147140503,0.911823630332947,"test",100,3,"relu",0.1,NA
"213",0.550016701221466,0.930284857749939,"train",100,3,"relu",0.2,NA
"214",0.546920299530029,0.904809594154358,"test",100,3,"relu",0.2,NA
"215",0.571600198745728,0.930034995079041,"train",100,3,"relu",0.3,NA
"216",0.630295932292938,0.910821616649628,"test",100,3,"relu",0.3,NA
"217",0.514698803424835,0.931784093379974,"train",200,3,"sigmoid",0.1,NA
"218",0.613419532775879,0.903807640075684,"test",200,3,"sigmoid",0.1,NA
"219",0.537560939788818,0.924037992954254,"train",200,3,"sigmoid",0.2,NA
"220",0.637233674526215,0.889779567718506,"test",200,3,"sigmoid",0.2,NA
"221",0.44493094086647,0.933033466339111,"train",200,3,"sigmoid",0.3,NA
"222",0.513783276081085,0.903807640075684,"test",200,3,"sigmoid",0.3,NA
"223",0.806088507175446,0.922288835048676,"train",200,3,"relu",0.1,NA
"224",0.809167921543121,0.903807640075684,"test",200,3,"relu",0.1,NA
"225",0.680595993995667,0.93328332901001,"train",200,3,"relu",0.2,NA
"226",0.699208736419678,0.917835652828217,"test",200,3,"relu",0.2,NA
"227",0.679919362068176,0.935782134532928,"train",200,3,"relu",0.3,NA
"228",0.627639591693878,0.917835652828217,"test",200,3,"relu",0.3,NA
"229",0.579331517219543,0.930034995079041,"train",300,3,"sigmoid",0.1,NA
"230",0.644852340221405,0.908817648887634,"test",300,3,"sigmoid",0.1,NA
"231",0.537839770317078,0.935782134532928,"train",300,3,"sigmoid",0.2,NA
"232",0.605291247367859,0.910821616649628,"test",300,3,"sigmoid",0.2,NA
"233",0.618469655513763,0.924287855625153,"train",300,3,"sigmoid",0.3,NA
"234",0.679286897182465,0.896793603897095,"test",300,3,"sigmoid",0.3,NA
"235",0.840262591838837,0.924287855625153,"train",300,3,"relu",0.1,NA
"236",0.888110041618347,0.907815635204315,"test",300,3,"relu",0.1,NA
"237",0.723824262619019,0.940779626369476,"train",300,3,"relu",0.2,NA
"238",0.774288952350616,0.917835652828217,"test",300,3,"relu",0.2,NA
"239",0.810566782951355,0.928285837173462,"train",300,3,"relu",0.3,NA
"240",0.83437192440033,0.910821616649628,"test",300,3,"relu",0.3,NA
"241",0.602940678596497,0.935032486915588,"train",400,3,"sigmoid",0.1,NA
"242",0.680850744247437,0.907815635204315,"test",400,3,"sigmoid",0.1,NA
"243",0.483893930912018,0.941779136657715,"train",400,3,"sigmoid",0.2,NA
"244",0.534068405628204,0.913827657699585,"test",400,3,"sigmoid",0.2,NA
"245",0.755005359649658,0.917541205883026,"train",400,3,"sigmoid",0.3,NA
"246",0.786946594715118,0.893787562847137,"test",400,3,"sigmoid",0.3,NA
"247",0.6173095703125,0.945777118206024,"train",400,3,"relu",0.1,NA
"248",0.640764713287354,0.926853716373444,"test",400,3,"relu",0.1,NA
"249",0.644271612167358,0.936031997203827,"train",400,3,"relu",0.2,NA
"250",0.754699945449829,0.917835652828217,"test",400,3,"relu",0.2,NA
"251",0.898900151252747,0.935032486915588,"train",400,3,"relu",0.3,NA
"252",0.866409182548523,0.918837666511536,"test",400,3,"relu",0.3,NA
"253",0.804916024208069,0.821589231491089,"train",10,4,"sigmoid",0.1,NA
"254",0.862001657485962,0.787575125694275,"test",10,4,"sigmoid",0.1,NA
"255",1.02914035320282,0.730634689331055,"train",10,4,"sigmoid",0.2,NA
"256",1.06372427940369,0.700400829315186,"test",10,4,"sigmoid",0.2,NA
"257",1.33226561546326,0.603448271751404,"train",10,4,"sigmoid",0.3,NA
"258",1.30236959457397,0.586172342300415,"test",10,4,"sigmoid",0.3,NA
"259",0.56841367483139,0.871064484119415,"train",10,4,"relu",0.1,NA
"260",0.76300048828125,0.830661296844482,"test",10,4,"relu",0.1,NA
"261",0.913070678710938,0.848325848579407,"train",10,4,"relu",0.2,NA
"262",1.0622456073761,0.809619247913361,"test",10,4,"relu",0.2,NA
"263",0.940510272979736,0.746876537799835,"train",10,4,"relu",0.3,NA
"264",1.10025632381439,0.720440864562988,"test",10,4,"relu",0.3,NA
"265",0.398080319166183,0.884307861328125,"train",25,4,"sigmoid",0.1,NA
"266",0.540601849555969,0.852705419063568,"test",25,4,"sigmoid",0.1,NA
"267",0.450269907712936,0.872313857078552,"train",25,4,"sigmoid",0.2,NA
"268",0.530159175395966,0.854709446430206,"test",25,4,"sigmoid",0.2,NA
"269",0.616775214672089,0.852323830127716,"train",25,4,"sigmoid",0.3,NA
"270",0.670372605323792,0.836673319339752,"test",25,4,"sigmoid",0.3,NA
"271",0.357240736484528,0.928035974502563,"train",25,4,"relu",0.1,NA
"272",0.532356023788452,0.882765531539917,"test",25,4,"relu",0.1,NA
"273",0.572028756141663,0.907296359539032,"train",25,4,"relu",0.2,NA
"274",0.774756908416748,0.864729464054108,"test",25,4,"relu",0.2,NA
"275",0.490418463945389,0.888055980205536,"train",25,4,"relu",0.3,NA
"276",0.668878316879272,0.85070139169693,"test",25,4,"relu",0.3,NA
"277",0.320508658885956,0.928785622119904,"train",50,4,"sigmoid",0.1,NA
"278",0.447850167751312,0.896793603897095,"test",50,4,"sigmoid",0.1,NA
"279",0.321653813123703,0.916041970252991,"train",50,4,"sigmoid",0.2,NA
"280",0.421443939208984,0.885771572589874,"test",50,4,"sigmoid",0.2,NA
"281",0.378819137811661,0.888805568218231,"train",50,4,"sigmoid",0.3,NA
"282",0.485346496105194,0.863727450370789,"test",50,4,"sigmoid",0.3,NA
"283",0.475765734910965,0.941529214382172,"train",50,4,"relu",0.1,NA
"284",0.606364130973816,0.913827657699585,"test",50,4,"relu",0.1,NA
"285",0.474445432424545,0.937531232833862,"train",50,4,"relu",0.2,NA
"286",0.522010803222656,0.912825644016266,"test",50,4,"relu",0.2,NA
"287",0.441596627235413,0.928785622119904,"train",50,4,"relu",0.3,NA
"288",0.591460049152374,0.885771572589874,"test",50,4,"relu",0.3,NA
"289",0.401037454605103,0.935532212257385,"train",100,4,"sigmoid",0.1,NA
"290",0.499283760786057,0.902805626392365,"test",100,4,"sigmoid",0.1,NA
"291",0.335583180189133,0.940029978752136,"train",100,4,"sigmoid",0.2,NA
"292",0.463255763053894,0.904809594154358,"test",100,4,"sigmoid",0.2,NA
"293",0.331155598163605,0.938030958175659,"train",100,4,"sigmoid",0.3,NA
"294",0.433731585741043,0.899799585342407,"test",100,4,"sigmoid",0.3,NA
"295",0.668817818164825,0.925287365913391,"train",100,4,"relu",0.1,NA
"296",0.68544203042984,0.905811607837677,"test",100,4,"relu",0.1,NA
"297",0.561726272106171,0.937781095504761,"train",100,4,"relu",0.2,NA
"298",0.591246604919434,0.909819662570953,"test",100,4,"relu",0.2,NA
"299",0.72660106420517,0.926536738872528,"train",100,4,"relu",0.3,NA
"300",0.767843782901764,0.895791590213776,"test",100,4,"relu",0.3,NA
"301",0.404421329498291,0.945027470588684,"train",200,4,"sigmoid",0.1,NA
"302",0.554460227489471,0.915831685066223,"test",200,4,"sigmoid",0.1,NA
"303",0.383928269147873,0.942778587341309,"train",200,4,"sigmoid",0.2,NA
"304",0.494151204824448,0.909819662570953,"test",200,4,"sigmoid",0.2,NA
"305",0.375180780887604,0.940029978752136,"train",200,4,"sigmoid",0.3,NA
"306",0.472879886627197,0.906813621520996,"test",200,4,"sigmoid",0.3,NA
"307",1.1400808095932,0.910544753074646,"train",200,4,"relu",0.1,NA
"308",1.1119978427887,0.892785549163818,"test",200,4,"relu",0.1,NA
"309",0.64182984828949,0.941279351711273,"train",200,4,"relu",0.2,NA
"310",0.75689685344696,0.913827657699585,"test",200,4,"relu",0.2,NA
"311",0.474628359079361,0.944027960300446,"train",200,4,"relu",0.3,NA
"312",0.488917231559753,0.923847675323486,"test",200,4,"relu",0.3,NA
"313",0.533889830112457,0.938030958175659,"train",300,4,"sigmoid",0.1,NA
"314",0.654257476329803,0.911823630332947,"test",300,4,"sigmoid",0.1,NA
"315",0.542569994926453,0.935532212257385,"train",300,4,"sigmoid",0.2,NA
"316",0.630768656730652,0.908817648887634,"test",300,4,"sigmoid",0.2,NA
"317",0.513251483440399,0.933783113956451,"train",300,4,"sigmoid",0.3,NA
"318",0.606137633323669,0.907815635204315,"test",300,4,"sigmoid",0.3,NA
"319",0.505637228488922,0.933033466339111,"train",300,4,"relu",0.1,NA
"320",0.626072227954865,0.904809594154358,"test",300,4,"relu",0.1,NA
"321",0.643982768058777,0.94252872467041,"train",300,4,"relu",0.2,NA
"322",0.755640208721161,0.905811607837677,"test",300,4,"relu",0.2,NA
"323",0.82129168510437,0.92553722858429,"train",300,4,"relu",0.3,NA
"324",0.841424584388733,0.894789576530457,"test",300,4,"relu",0.3,NA
"325",0.521116197109222,0.939530253410339,"train",400,4,"sigmoid",0.1,NA
"326",0.685380280017853,0.912825644016266,"test",400,4,"sigmoid",0.1,NA
"327",0.636852622032166,0.9292853474617,"train",400,4,"sigmoid",0.2,NA
"328",0.731558561325073,0.908817648887634,"test",400,4,"sigmoid",0.2,NA
"329",0.616031408309937,0.932533740997314,"train",400,4,"sigmoid",0.3,NA
"330",0.695666134357452,0.909819662570953,"test",400,4,"sigmoid",0.3,NA
"331",0.968847274780273,0.931784093379974,"train",400,4,"relu",0.1,NA
"332",0.94035792350769,0.913827657699585,"test",400,4,"relu",0.1,NA
"333",1.60154390335083,0.921789109706879,"train",400,4,"relu",0.2,NA
"334",1.66579687595367,0.895791590213776,"test",400,4,"relu",0.2,NA
"335",0.591361463069916,0.94727635383606,"train",400,4,"relu",0.3,NA
"336",0.682832181453705,0.923847675323486,"test",400,4,"relu",0.3,NA
"337",0.494280934333801,0.863068461418152,"train",10,2,"sigmoid",0.1,32
"338",0.549790322780609,0.839679360389709,"test",10,2,"sigmoid",0.1,32
"339",0.566060781478882,0.85557222366333,"train",10,2,"sigmoid",0.1,64
"340",0.597767472267151,0.840681374073029,"test",10,2,"sigmoid",0.1,64
"341",0.665912389755249,0.84157919883728,"train",10,2,"sigmoid",0.1,128
"342",0.642876267433167,0.848697423934937,"test",10,2,"sigmoid",0.1,128
"343",0.8878493309021,0.810094952583313,"train",10,2,"sigmoid",0.1,256
"344",0.834872603416443,0.816633284091949,"test",10,2,"sigmoid",0.1,256
"345",0.51359623670578,0.854072988033295,"train",10,2,"sigmoid",0.2,32
"346",0.570810377597809,0.840681374073029,"test",10,2,"sigmoid",0.2,32
"347",0.622456610202789,0.846076965332031,"train",10,2,"sigmoid",0.2,64
"348",0.635958671569824,0.836673319339752,"test",10,2,"sigmoid",0.2,64
"349",0.704428195953369,0.828585684299469,"train",10,2,"sigmoid",0.2,128
"350",0.679916501045227,0.829659342765808,"test",10,2,"sigmoid",0.2,128
"351",0.89415431022644,0.818340837955475,"train",10,2,"sigmoid",0.2,256
"352",0.842872798442841,0.825651288032532,"test",10,2,"sigmoid",0.2,256
"353",0.586628615856171,0.840579688549042,"train",10,2,"sigmoid",0.3,32
"354",0.608919680118561,0.831663310527802,"test",10,2,"sigmoid",0.3,32
"355",0.65730208158493,0.840829610824585,"train",10,2,"sigmoid",0.3,64
"356",0.642504274845123,0.842685341835022,"test",10,2,"sigmoid",0.3,64
"357",0.751271307468414,0.83308345079422,"train",10,2,"sigmoid",0.3,128
"358",0.725059151649475,0.832665324211121,"test",10,2,"sigmoid",0.3,128
"359",0.86828601360321,0.814592719078064,"train",10,2,"sigmoid",0.3,256
"360",0.835324168205261,0.817635297775269,"test",10,2,"sigmoid",0.3,256
"361",0.542740225791931,0.895552217960358,"train",10,2,"relu",0.1,32
"362",0.62641441822052,0.854709446430206,"test",10,2,"relu",0.1,32
