"","word","spaced_word"
"33730","유투버들이","유투버들이"
"33731","피력해도","피력해도"
"33732","동참하자","동참하자"
"33733","기독교인들","기독교인들"
"33734","말해보겠지만많이","말해보겠지만 많이"
"33735","혐오해도","혐오해도"
"33736","차별금지법","차별금지법"
"33737","혐오발언","혐오 발언"
"33738","선에서남에게","선에서 남에게"
"33739","상처주지","상처 주지"
"33740","문제없는거","문제 없는 거"
"33741","증거랍시고","증거랍시고"
"33742","않나요제가","않나요제가"
"33743","기독교인","기독교인"
"33744","안가는건","안 가는 건"
"33745","미국에서는","미국에서는"
"33746","기독교인","기독교인"
"33747","그렇구나하며","그렇구나 하며"
"33748","감정에무딘","감정에 무딘"
"33749","정말그런","정말 그런"
"33750","마음정류소","마음 정류소"
"33751","덕질용으로만","덕질용으로만"
"33752","페북이나","페북이나"
"33753","트위터나","트위터나"
"33754","페북한다고","페북한다고"
"33755","꼴페미들","꼴페미들"
"33756","니얼굴도","니얼굴도"
"33757","뭐지이미친","뭐지 이미친"
"33758","계절학기","계절학기"
"33759","있을거에요","있을 거에요"
"33760","힘든일이","힘든 일이"
"33761","댓글입니","댓글입니"
"33762","매일매일","매일매일"
"33763","감사합니","감사합니"
"33764","만난다는게","만난다는 게"
"33765","하나님이","하나님이"
"33766","기본지식","기본 지식"
"33767","빠삭하게","빠삭하게"
"33768","그와중에도","그 와중에도"
"33769","하나님은","하나님은"
"33770","하나님을","하나님을"
"33771","선택하기","선택하기"
"33772","계시는거죠","계시는 거죠"
"33773","댓글처럼","댓글처럼"
"33774","매일매일","매일매일"
"33775","예수님을","예수님을"
"33776","동행하시","동행하시"
"33777","도와달라고","도와달라고"
"33778","하나님이","하나님이"
"33779","생겼구요","생겼구요"
"33780","하나님은","하나님은"
"33781","마시구요","마시구요"
"33782","감사합니","감사합니"
"33783","감사합니","감사합니"
"33784","축하드립니","축하드립니"
"33785","수고많으셨어","수고 많으셨어"
"33786","이번학기","이번 학기"
"33787","추카추카해","추카추카해"
"33788","감사합니","감사합니"
"33789","저도청년부","저도 청년부"
"33790","양덕참평안","양덕참 평안"
"33791","청년들이","청년들이"
"33792","유강침례교회라고","유강침례교회라고"
"33793","포항중앙침례교회로","포항 중앙침례교회로"
"33794","있나싶을정도로","있나 싶을 정도로"
"33795","은혜로운","은혜로운"
"33796","궁금하신거","궁금하신거"
"33797","연락주세","연락주세"
"33798","잘했다고생많았","잘했다고 생 많았"
"33799","비밀게시판","비밀게시판"
"33800","자랑해요제","자랑해요제"
"33801","축하할듯축하드려","축하할 듯 축하드려"
"33802","축하합니","축하합니"
"33803","넘치나이닼넘웃기다","넘치나 이닼 넘웃기다"
"33804","정말정말","정말 정말"
"33805","고생많았어요","고생 많았어요"
"33806","메리크리스마스입니","메리크리스마스입니"
"33807","슬프겟넹나도","슬프겟 넹 나도"
"33808","주먹넣고","주먹 넣고"
"33809","문제죠목사를","문제죠 목사를"
"33810","않았으면돈","않았으면 돈"
"33811","교회인지이러니까","교회인지 이러니까"
"33812","예수님을","예수님을"
"33813","유교사원","유교사원"
"33814","저는기존교회","저는 기존 교회"
"33815","청년들이","청년들이"
"33816","하고물론","하고 물론"
"33817","예배가운데","예배 가운데"
"33818","강요하시","강요하시"
"33819","하시니까저는","하시니까 저는"
"33820","다른건데강요하시니까안타까운","다른 건데 강요하시니까 안타까운"
"33821","위러브를","위 러브를"
"33822","자신들이","자신들이"
"33823","어른들이","어른들이"
"33824","있을꺼에","있을 꺼에"
"33825","욕심아니에요","욕심 아니에요"
"33826","다르니깐요","다르니깐요"
"33827","다음세대","다음 세대"
"33828","기성세대","기성세대"
"33829","어른들보","어른들보"
"33830","작성자님","작성자님"
"33831","좋겠어요교회","좋겠어요 교회"
"33832","못본다는게","못 본다는 게"
"33833","쓴일기에욬","쓴 일기에 욬"
"33834","귀여우세","귀여우세"
"33835","메리클쑤마","메리클쑤마"
"33836","httpwwwamennewscomnewsarticleviewhtmlidxno1250","httpwwwamennews comnews articleviewhtmlidxno1250"
"33837","그런지요","그런지요"
"33838","한동대학생들이","한동대 학생들이"
"33839","한동대생","한동대생"
"33840","감사하겠습니","감사하겠습니"
"33841","세대주의적","세대주의적"
"33842","고민해야겠습니","고민해야겠습니"
"33843","감사합니","감사합니"
"33844","댓글입니","댓글입니"
"33845","조심하긴","조심하긴"
"33846","추천드릴게요","추천드릴게요"
"33847","생각하기","생각하기"
"33848","때문에잘","때문에 잘"
"33849","추천드릴게요","추천드릴게요"
"33850","좋겠습니","좋겠습니"
"33851","교회사람들","교회 사람들"
"33852","넵구원론인가","넵구원론인가"
"33853","같아요근데","같아 요근 데"
"33854","이단대첵사이트같은","이 단대 첵 사이트 같은"
"33855","감사합니","감사합니"
"33856","10년간다녔고","10년간 다녔고"
"33857","나온사람입니다","나온 사람입니다"
"33858","있던당시","있던 당시"
"33859","류목사님","류 목사님"
"33860","기존교회","기존 교회"
"33861","정시기도해라정해진시간기도","정시기도 해라 정해진 시간 기도"
"33862","오직예수그리스도가","오직 예수 그리스도가"
"33863","모든문제","모든 문제"
"33864","해결이다인간관계","해결이 다 인간관계"
"33865","성적문제","성적 문제"
"33866","연인과의갈등등","연인과의 갈등 등"
"33867","만능문제해결사","만능 문제 해결사"
"33868","이런말들을","이런 말들을"
"33869","기복신앙","기복신앙"
"33870","기존교회","기존 교회"
"33871","자주쓰고","자주 쓰고"
"33872","10수년","10수년"
"33873","노력하는걸로","노력하는 걸로"
"33874","렘넌트니","렘넌트니"
"33875","rutc니","rutc니"
"33876","그리스도안에서","그리스도 안에서"
"33877","영성교육","영성교육"
"33878","사립학교운영","사립학교 운영"
"33879","통일교따라하려는","통일교 따라 하려는"
"33880","류목사님이","류 목사님이"
"33881","그분말이","그 분말이"
"33882","하나님말씀이다라는","하나님 말씀이다라는"
"33883","기독교시각","기독교 시각"
"33884","기복신앙","기복신앙"
"33885","이닐까요","이닐까요"
"33886","육아교육학","육아교육학"
"33887","아니니깐요","아니니깐요"
"33888","성매매하는듯이","성매매하는 듯이"
"33889","예수님께서","예수님께서"
"33890","도구정도","도구 정도"
"33891","정리하자","정리하자"
"33892","동성애자","동성애자"
"33893","동성애자","동성애자"
"33894","미국장로회가","미국 장로회가"
"33895","기독교구호단체","기독교 구호단체"
"33896","월드비전","월드비전"
"33897","성경배경","성경 배경"
"33898","행동하시","행동하시"
"33899","이성애자입니","이성애자입니"
"33900","나왔고아직","나왔고 아직"
"33901","심리학적","심리학적"
"33902","성불편감","성 불편감"
"33903","있고이것도","있고 이것도"
"33904","편이니까그래서","편이니까 그래서"
"33905","내놓고천국에는","내놓고 천국에는"
"33906","동성애자","동성애자"
"33907","하니까요근데","하니까요 근 데"
"33908","말해요인간을","말해 요인간을"
"33909","만드셨고그냥","만드셨고 그냥"
"33910","같아요해석하기에","같아요 해석하기에"
"33911","성매매하는듯이","성매매하는 듯이"
"33912","성매매하듯","성매매 하듯"
"33913","항문성교","항문성교"
"33914","문제입니","문제입니"
"33915","글쓴이님","글쓴이님"
"33916","어벤져스","어벤져스"
"33917","아이언맨","아이언맨"
"33918","플라토닉","플라토닉"
"33919","무쓸모예","무쓸모예"
"33920","윗쓴이는","윗쓴이는"
"33921","ok라는거네요","ok라는 거네요"
"33922","하나님만이","하나님만이"
"33923","원나잇과","원나잇과"
"33924","말씀하시","말씀하시"
"33925","동성애자","동성애자"
"33926","살인자들","살인자들"
"33927","사역하시","사역하시"
"33928","동성애자","동성애자"
"33929","사역하시","사역하시"
"33930","그렇죠동성애는","그렇죠 동성애는"
"33931","동동성애를","동동성애를"
"33932","동성애자","동성애자"
"33933","동성애자","동성애자"
"33934","부족한가봐요계속","부족한가봐요 계속"
"33935","생각되서","생각되서"
"33936","다양성인","다양성인"
"33937","동성애자라","동성애자라"
"33938","예수님은","예수님은"
"33939","합리화해","합리화해"
"33940","예수님은","예수님은"
"33941","예수님은","예수님은"
"33942","열린사회를","열린사회를"
"33943","보이더라구요말씀을","보이더라구요 말씀을"
"33944","하고동성애에","하고 동성애에"
"33945","인권보호","인권보호"
"33946","되니까무섭더라구요","되니까 무섭더라구요"
"33947","무섭더라구요하지만","무섭더라구요 하지만"
"33948","감사합니","감사합니"
"33949","아니고들꽃도","아니고 들꽃도"
"33950","기독교인","기독교인"
"33951","기독교인","기독교인"
"33952","비기독교인들보","비기독교인들보"
"33953","비기독교인","비기독교인"
"33954","기독교인들보","기독교인들보"
"33955","기독교인들","기독교인들"
"33956","동성애자","동성애자"
"33957","기독교인들","기독교인들"
"33958","조심스럼게","조심스럼게"
"33959","생각합니","생각합니"
"33960","맞습니다이게","맞습니다 이게"
"33961","한국교회","한국교회"
"33962","나와있다지만","나와 있다지만"
"33963","없는데기독교인은","없는데 기독교인은"
"33964","기독교인","기독교인"
"33965","아닙니다저도","아닙니다 저도"
"33966","사람인데요","사람인데요"
"33967","감사합니","감사합니"
"33968","동성애자","동성애자"
"33969","기독교적","기독교적"
"33970","잘못된거지","잘못된 거지"
"33971","동성애자","동성애자"
"33972","그렇죠저도","그렇죠 저도"
"33973","동성애자인","동성애자인"
"33974","내로남불이다","내로 남불이다"
"33975","하나님만이","하나님만이"
"33976","결정하시","결정하시"
"33977","조별과제하다","조별과제하다"
"33978","동성애자","동성애자"
"33979","교회도가","교회도가"
"33980","성가대도","성가대도"
"33981","대해야할까하는","대해야 할까 하는"
"33982","같습니다제가","같습니다제가"
"33983","동성애자분들이","동성애자 분들이"
"33984","계시니까그분들을","계시니까 그분들을"
"33985","같은죄인인데","같은 죄인인데"
"33986","없는데동성애자분들을","없는데 동성애자분들을"
"33987","그부분에","그 부분에"
"33988","아그렇네요","아그렇네요"
"33989","제대로안읽었네","제대로 안 읽었네"
"33990","괜찮습니","괜찮습니"
"33991","대단하네수고했써","대단하네수고했써"
"33992","고등학교","고등학교"
"33993","뿌듯해하실꺼야","뿌듯해 하실 꺼야"
"33994","못챙겻을까봐","못 챙겻을까봐"
"33995","그렇게말씀하시는걸꺼야","그렇게 말씀하시는 걸 꺼야"
"33996","건강한대","건강한 대"
"33997","주댕이를","주댕이를"
"33998","똥밟아라","똥밟아라"
"33999","급행열차","급행열차"
"34000","인사하긴","인사 하긴"
"34001","살만합니","살만 합니"
"34002","서울인가요","서울인가요"
"34003","여러분들","여러분들"
"34004","감사합니","감사합니"
"34005","주택공사","주택공사"
"34006","한동대생한테","한동대생한테"
"34007","안내는게","안내는 게"
"34008","학교캠퍼스","학교 캠퍼스"
"34009","중요포인트","중요 포인트"
"34010","우리나라","우리나라"
"34011","우리나라","우리나라"
"34012","끄트머리","끄트머리"
"34013","포항에서도","포항에서도"
"34014","이야기한","이야기한"
"34015","비교해서","비교해서"
"34016","분석해서","분석해서"
"34017","이야기하기","이야기하기"
"34018","표현하기","표현하기"
"34019","단어였습니","단어였습니"
"34020","쓴이분은","쓴 이분은"
"34021","사랑받기","사랑받기"
"34022","쓴이분을","쓴 이분을"
"34023","말이진짜","말이 진짜"
"34024","아닌그런","아닌 그런"
"34025","행복하시길","행복하시길"
"34026","군대가는구","군대가는 구"
"34027","떠나있을땐","떠나 있을 땐"
"34028","하나님을","하나님을"
"34029","나만듣고","나만 듣고"
"34030","새섬본인","새 섬 본인"
"34031","새섬본인","새 섬 본인"
"34032","새내기들","새내기들"
"34033","새섬이기때문에","새 섬이기 때문에"
"34034","새내기들이","새내기들이"
"34035","아직어려서","아직 어려서"
"34036","걱정되기때문에","걱정되기 때문에"
"34037","편안해지","편안해지"
"34038","애기새내기","애기 새내기"
"34039","급한일이","급한 일이"
"34040","일반생믈학이","일반 생믈학이"
"34041","많이하셔서","많이 하셔서"
"34042","학부생들","학부생들"
"34043","안좋긴하시더라고","안 좋긴 하시더라고"
"34044","교수님들","교수님들"
"34045","세번하면","세 번 하면"
"34046","2명이였","2명이였"
"34047","있지도를","있지도를"
"34048","팀모임하고","팀 모임하고"
"34049","모든사람이","모든 사람이"
"34050","소음측정기","소음 측정기"
"34051","들고다니면서","들고 다니면서"
"34052","속편한거야","속 편한 거야"
"34053","자기편한대","자기 편한대"
"34054","해석할거","해석할 거"
"34055","부르는건","부르는 건"
"34056","책펴놓고","책 펴놓고"
"34057","지들끼리","지들끼리"
"34058","정도라는게","정도라는 게"
"34059","드라만가","드라만가"
"34060","영상보던데아예","영상보던데 아예"
"34061","몽골어로","몽골어로"
"34062","써붙여놔야될","써붙여놔야 될"
"34063","죄송합니","죄송합니"
"34064","에벤에셀도","에벤에셀도"
"34065","개빡쳤다","개빡쳤다"
"34066","웃음소리","웃음소리"
"34067","소리켜고","소리켜고"
"34068","애니보고","애니보고"
"34069","노답이어서","노답이어서"
"34070","안갔는데","안 갔는데"
"34071","형누나가","형 누나가"
"34072","대단했구나를","대단했구나를"
"34073","새섬형이","새 섬형이"
"34074","여러번해보니까","여러 번 해보니까"
"34075","상처준것도","상처 준 것도"
"34076","그자체로","그 자체로"
"34077","아껴줬다는걸","아껴줬다는 걸"
"34078","많았다라는걸","많았다라는 걸"
"34079","알게됏어","알게 됏어"
"34080","다가가보는건","다가가보는 건"
"34081","그자체로","그 자체로"
"34082","자리인거같더라","자리인 거 같더라"
"34083","안알아봐주고","안 알아봐주고"
"34084","그사람을","그 사람을"
"34085","비방했던걸","비방했던 걸"
"34086","같이있으면","같이 있으면"
"34087","그애들잘못도","그 애들 잘못도"
"34088","너잘못도아니야그냥","너 잘못도 아니야 그냥"
"34089","안맞는거지각자스타일이라고","안 맞는 거지 각자 스타일이라고"
"34090","단정짓긴","단정 짓긴"
"34091","엣헴엣헴","엣헴 엣헴"
"34092","룸메인지","룸메인지"
"34093","댓글입니","댓글입니"
"34094","아진짜죽싶다","아진짜 죽싶다"
"34095","댓글입니","댓글입니"
"34096","감사합니","감사합니"
"34097","얘기때문에","얘기 때문에"
"34098","들어줄거에","들어줄거에"
"34099","좋아요들어주기만","좋아요들어주기만"
"34100","한다는게","한다는 게"
"34101","무료에용","무료에용"
"34102","매일매일","매일매일"
"34103","털어놓고오는걸","털어놓고 오는 걸"
"34104","하나하나","하나하나"
"34105","힘내세요무슨","힘내세요 무슨"
"34106","있으셨는진","있으셨는진"
"34107","한동대자체에","한동대 자체에"
"34108","바래요공동체에","바래요 공동체에"
"34109","슬프잖아요힘내세","슬프잖아요 힘내세"
"34110","분야인진","분야인 진"
"34111","졸업해서","졸업해서"
"34112","대학원가","대학원가"
"34113","그게대학원으론","그게 대학원으론"
"34114","학부과정","학부 과정"
"34115","있어서그리고","있어서 그리고"
"34116","쉬워서진짜","쉬워서 진짜"
"34117","감사합니","감사합니"
"34118","다른학교도","다른 학교도"
"34119","문화들이","문화들이"
"34120","있다는거에","있다는 거에"
"34121","어떨까욤","어떨까욤"
"34122","대댓남깁니다총","대댓 남깁니다 총"
"34123","새내시처럼","새 내시처럼"
"34124","찡찡대려면","찡찡 대려면"
"34125","한동대생이","한동대생이"
"34126","아너코드","아너코드"
"34127","교수님들","교수님들"
"34128","사적대화","사적 대화"
"34129","안나눠봤다","안 나눠봤다"
"34130","하겠어요다른","하겠어요다른"
"34131","사고친거","사고 친거"
"34132","없다던데이런","없다던데 이런"
"34133","다니는건","다니는 건"
"34134","선택이길","선택이 길"
"34135","조금만하면","조금만 하면"
"34136","화이팅입니다","화이팅입니다"
"34137","하루하루","하루하루"
"34138","찾아올거에요","찾아올 거에요"
"34139","화이팅하십","화이팅 하십"
"34140","산책운동노래친한","산책운동 노래친한"
"34141","저도요즘","저도 요즘"
"34142","너무답답하네요","너무 답답하네요"
"34143","공부도그냥포기하고싶","공부도 그냥 포기하고 싶"
"34144","예배다녀왔는데","예배 다녀왔는데"
"34145","평안해지","평안해지"
"34146","얼마안남은","얼마 안 남은"
"34147","몇명있는데","몇 명 있는데"
"34148","그런거엔","그런 거엔"
"34149","로스쿨을","로스쿨을"
"34150","변호사못","변호사못"
"34151","댓글입니","댓글입니"
"34152","근거해서","근거해서"
"34153","설레발이라고","설레발이라고"
"34154","있는거고","있는 거고"
"34155","걔네들이","걔네들이"
"34156","생각하시","생각하시"
"34157","댓쓴이들에게","댓쓴이들에게"
"34158","좋은마음으로","좋은 마음으로"
"34159","못하는거에","못하는 거에"
"34160","가질필요없고","가질 필요 없고"
"34161","힘빠지고","힘 빠지고"
"34162","듣기싫은건","듣기 싫은 건"
"34163","어렵기때문에","어렵기 때문에"
"34164","신세한탄하는사람도없다하도아무렇지않게받아드려서그런","신세한 탄하는 사람도 없다 하도 아무렇지 않게 받아드려서 그런"
"34165","태식이형","태식이형"
"34166","돌아왔구","돌아왔구"
"34167","봐라보고","봐라보고"
"34168","기독교인","기독교인"
"34169","있듯이말이","있듯이 말이"
"34170","그런가요죄를","그런가요죄를"
"34171","즐겨보라음그게","즐겨보라 음 그게"
"34172","모르겠네요죄를","모르겠네요 죄를"
"34173","없습니다예수님조차도","없습니다 예수님조차도"
"34174","예수님이","예수님이"
"34175","예수님조차도","예수님조차도"
"34176","무장하신거","무장하신 거"
"34177","하나님께로","하나님께로"
"34178","하나님을","하나님을"
"34179","성경읽는","성경 읽는"
"34180","감사합니","감사합니"
"34181","이끌어달라고","이끌어달라고"
"34182","이겨냅시","이겨냅시"
"34183","기도할게","기도할 게"
"34184","본인확인","본인 확인"
"34185","해지하셨","해지하셨"
"34186","평등하다는거야","평등하다는 거야"
"34187","중요한거","중요한 거"
"34188","친구인거","친구인거"
"34189","생각이시네요저도","생각이 시네요저도"
"34190","생각했는데계절학기할","생각했는데 계절학기할"
"34191","외부거주","외부 거주"
"34192","기숙사비","기숙사비"
"34193","30만원","30만원"
"34194","빼는걸로해서","빼는 걸로 해서"
"34195","코딩캠프","코딩 캠프"
"34196","3개정도","3개 정도"
"34197","고민중이","고민 중이"
"34198","파이팅하세욤","파이팅하세욤"
"34199","힘빠지고같이","힘 빠지고 같이"
"34200","한동대학교","한동대학교"
"34201","예정입니","예정입니"
"34202","한동대학교","한동대학교"
"34203","국제어문학부","국제어문학부"
"34204","공간환경시스템공학부","공간 환경시스템공학부"
"34205","풀릴거에","풀릴 거에"
"34206","토닥토닥","토닥토닥"
"34207","오늘부턴","오늘부턴"
"34208","생각하세유","생각하세유"
"34209","잔머리랑은","잔머리랑은"
"34210","얻어걸려서","얻어 걸려서"
"34211","성공해도","성공해도"
"34212","순간뿐이겠","순간뿐이겠"
"34213","어마어마","어마어마"
"34214","정치질해서","정치질해서"
"34215","기도할게","기도할 게"
"34216","나쁜놈들이","나쁜 놈들이"
"34217","있기는하니까","있기는 하니까"
"34218","좋은사람도","좋은 사람도"
"34219","댓글입니","댓글입니"
"34220","퍼뜨리거","퍼뜨리거"
"34221","모습인걸","모습인 걸"
"34222","가십거리좋아하고","가십거리 좋아하고"
"34223","뒷담하는","뒷담하는"
"34224","그런사람들","그런 사람들"
"34225","남얘기하는거","남 얘기하는 거"
"34226","까고다니는거","까고 다니는 거"
"34227","그런사람들이니","그런 사람들이니"
"34228","12학번","12학번"
"34229","11학번이겠","11학번이겠"
"34230","동아리원","동아리원"
"34231","동아리애","동아리애"
"34232","쫒아낸다고","쫒아낸다고"
"34233","고스트중","고스트 중"
"34234","벧엘3대","벧엘 3대"
"34235","공연동아","공연 동아"
"34236","자존감문제","자존감 문제"
"34237","그런사람하고는","그런 사람하고는"
"34238","그런사람들","그런 사람들"
"34239","기빨리니","기빨리니"
"34240","책임전가","책임전가"
"34241","내가잘못했어도","내가 잘못했어도"
"34242","안물으니","안물으니"
"34243","사과를하고","사과를 하고"
"34244","지능이딸려서","지능이 딸려서"
"34245","있다는거에요","있다는 거에요"
"34246","이해가안가죠","이해가 안 가죠"
"34247","낮은거에요","낮은 거에요"
"34248","그런사람은","그런 사람은"
"34249","롤하다보면","롤하다 보면"
"34250","이런사람","이런 사람"
"34251","많이해본","많이 해본"
"34252","결과남탓을함으로써","결과 남 탓을 함으로써"
"34253","편해져세","편해져 세"
"34254","같기다해요쥬","같기 다 해요쥬"
"34255","어린거같은데","어린 거 같은데"
"34256","99프로","99 프로"
"34257","얘기하는거자체가","얘기하는 거 자체가"
"34258","들어달라는","들어달라는"
"34259","손절하면","손절하면"
"34260","하나님께서","하나님께서"
"34261","인도하시","인도 하시"
"34262","사랑하시","사랑하시"
"34263","기도합니","기도합니"
"34264","계셨던거","계셨던 거"
"34265","민주주의","민주주의"
"34266","결과적평등","결과적 평등"
"34267","전공바꿀정도면","전공 바꿀 정도면"
"34268","않을듯교수님하고","않을 듯 교수님하고"
"34269","맞는거예","맞는 거예"
"34270","내뱉는말이","내뱉는 말이"
"34271","맴찟이네요","맴찟이네요"
"34272","ta하는건","ta하는 건"
"34273","같은데요","같은데요"
"34274","일이있다던가","일이 있다던가"
"34275","한다던가","한다던가"
"34276","그만두신건","그만두신건"
"34277","어떤전공인가","어떤 전공인가"
"34278","중요하제","중요하제"
"34279","글쓴이분","글쓴이분"
"34280","본인이중요한거","본인이 중요한 거"
"34281","말안하면","말 안하면"
"34282","진료기록","진료기록"
"34283","그런거임","그런 거임"
"34284","사람아니고","사람 아니고"
"34285","조금호감","조금 호감"
"34286","개빡대가리샛","개빡대가 리샛"
"34287","고등학교때","고등학교 때"
"34288","머리나쁘면","머리 나쁘면"
"34289","5등인가를","5등인가를"
"34290","틈틈히하니까","틈틈히 하니까"
"34291","고등학교때","고등학교 때"
"34292","많이주는","많이 주는"
"34293","학교생활","학교생활"
"34294","그런거야","그런 거야"
"34295","인간관계","인간관계"
"34296","인성병원","인성병원"
"34297","비유하자","비유하자"
"34298","종합병원","종합병원"
"34299","인스타는","인스타는"
"34300","페이스북","페이스북"
"34301","안하지않","안 하지 않"
"34302","많이하던","많이 하던"
"34303","민주노총","민주노총"
"34304","쳐불러서","쳐 불러서"
"34305","대리시위시킬정도로","대리시위시킬 정도로"
"34306","인권침해","인권침해"
"34307","부당대우","부당대우"
"34308","했냐는거","했냐는 거"
"34309","플랭카드","플랭카드"
"34310","계시는거","계시는 거"
"34311","최저임금","최저임금"
"34312","하시는거","하시는 거"
"34313","그냥전문직공","그냥 전문직공"
"34314","괜춘하긴","괜춘하긴"
"34315","다니는걸","다니는 걸"
"34316","추천하기","추천하기"
"34317","포항서는","포항서는"
"34318","우째야하나","우째야 하나"
"34319","편입수학","편입수학"
"34320","편입영어","편입 영어"
"34321","공인영어성적","공인영어성적"
"34322","시험보는게","시험 보는 게"
"34323","기초전공과목","기초전공과목"
"34324","수학물리","수학 물리"
"34325","이런식으로","이런 식으로"
"34326","상경계열","상경계열"
"34327","상경계열","상경계열"
"34328","이공계열","이공계열"
"34329","전공기초시험","전공 기초시험"
"34330","편입영어","편입 영어"
"34331","편입영어편입수학","편입 영어 편 입수학"
"34332","편입영어","편입 영어"
"34333","말씀해주신대로","말씀해 주신 대로"
"34334","이공계열","이공계열"
"34335","준비하는걸","준비하는 걸"
"34336","해보시는걸","해보시는 걸"
"34337","추천드릴","추천드릴"
"34338","날까요한문제","날까요한 문제"
"34339","텝스보다는","텝스보다는"
"34340","생각하시","생각하시"
"34341","이공계열","이공계열"
"34342","추천드립니","추천 드립니"
"34343","연고대가","연고대가"
"34344","이공계열","이공계열"
"34345","준비하시","준비하시"
"34346","둘으시는걸","둘으시는 걸"
"34347","추천드립니","추천 드립니"
"34348","다른사람","다른 사람"
"34349","편입영어","편입 영어"
"34350","텝스보다","텝스보다"
"34351","생각하시","생각하시"
"34352","100점","100점"
"34353","1차합격","1차 합격"
"34354","기회가있다고","기회가 있다고"
"34355","어떠셨나요","어떠셨나요"
"34356","준비하시","준비하시"
"34357","설렁설렁","설렁설렁"
"34358","준비하시","준비하시"
"34359","느낀점은","느낀 점은"
"34360","준비하시","준비하시"
"34361","추천드립니","추천 드립니"
"34362","감사합니당","감사합니당"
"34363","공인영어","공인영어"
"34364","시전가능","시 전 가능"
"34365","생각합니","생각합니"
"34366","청소노동자들","청소노동자들"
"34367","활동들이","활동들이"
"34368","있다보니","있다 보니"
"34369","청소노동자들","청소노동자들"
"34370","청소노동자들이","청소노동자들이"
"34371","미움받게","미움받게"
"34372","청소노동자들","청소노동자들"
"34373","명성교회사람들","명성교회 사람들"
"34374","성폭행한","성폭행한"
"34375","교인들이","교인들이"
"34376","청소노동자","청소노동자"
"34377","아주머니들이","아주머니들이"
"34378","아주머니","아주머니"
"34379","글쓰니가","글쓰니가"
"34380","이용해서","이용해서"
"34381","겁박하고","겁박하고"
"34382","처소노동자","처소노동자"
"34383","노동환경","노동환경"
"34384","본인들이","본인들이"
"34385","진행것도","진행 것도"
"34386","질운하고","질운하고"
"34387","이주머니들","이 주머니들"
"34388","아주머니","아주머니"
"34389","하용조관에도","하용조관에도"
"34390","학교측도","학교 측도"
"34391","들꽃측도","들꽃 측도"
"34392","하용조관은","하용조관은"
"34393","일일체험","일일 체험"
"34394","댓글들은","댓글들은"
"34395","페메라던가","페메라던가"
"34396","찌질하게","찌질하게"
"34397","팩트인거","팩트인거"
"34398","하용조관이나","하용조관이나"
"34399","담당하분이","담당 하분이"
"34400","존재들이였으니깐","존재들이였으니깐"
"34401","고등학교","고등학교"
"34402","일들때문에","일들 때문에"
"34403","아이들보","아이들보"
"34404","학교생활","학교생활"
"34405","인간관계","인간관계"
"34406","비참해지","비참해지"
"34407","생각에요","생각에요"
"34408","쉽지않을테지만","쉽지 않을 테지만"
"34409","다가가보시","다가가보시"
"34410","그런상태인데","그런 상태인데"
"34411","외로움이런거는","외로움 이런 거는"
"34412","해결하시","해결하시"
"34413","내보는거","내보는 거"
"34414","소소하고","소소하고"
"34415","힘든일인것","힘든 일인 것"
"34416","힘든것들","힘든 것들"
"34417","쓴이님이","쓴 이님이"
"34418","멋지내요","멋지 내요"
"34419","지껄이는건","지껄이는 건"
"34420","어떤가요","어떤가요"
"34421","대리만족하시","대리만족하시"
"34422","크고작은","크고 작은"
"34423","전공과목들이","전공과목들이"
"34424","성장하기","성장하기"
"34425","전공공부","전 공공부"
"34426","지더라고용","지더라고용"
"34427","스트레스","스트레스"
"34428","초연해지","초연해지"
"34429","구구절절","구구절절"
"34430","소리했지만","소리했지만"
"34431","트라우마","트라우마"
"34432","일상생활","일상생활"
"34433","가능할정도","가능할 정도"
"34434","감정상태","감정 상태"
"34435","아닐까용","아닐까 용"
"34436","닥터프로스트에","닥터 프로스트에"
"34437","오랫동안","오랫동안"
"34438","공감합니","공감합니"
"34439","비타민d","비타민 d"
"34440","공감합니","공감합니"
"34441","한동상담센터에서","한동상담센터에서"
"34442","1년넘게","1년 넘게"
"34443","신뢰라는게","신뢰라는 게"
"34444","중요한가","중요한가"
"34445","청소노동","청소노동"
"34446","최저임금","최저임금"
"34447","없긴하네요","없긴 하네요"
"34448","자본주의","자본주의"
"34449","어느정도","어느 정도"
"34450","감사합니","감사합니"
"34451","노동자분","노동자분"
"34452","하시는거","하시는 거"
"34453","여자친구","여자친구"
"34454","종교활동","종교활동"
"34455","일상생활","일상생활"
"34456","대깨문이면","대깨문이면"
"34457","언제부턴지","언제부턴지"
"34458","생각했나봐요","생각했나 봐요"
"34459","여자들이","여자들이"
"34460","몰빵해서","몰빵 해서"
"34461","대한민국","대한민국"
"34462","모습인양","모습 인양"
"34463","90년대생과","90년대생과"
"34464","00년대생들이","00년대생들이"
"34465","80년대생","80년대생"
"34466","60년대생들이","60년대생들이"
"34467","자신들이","자신들이"
"34468","투영하는거","투영하는 거"
"34469","김지영이","김지영이"
"34470","노오력하면서","노오력하면서"
"34471","영화인거","영화인거"
"34472","살아보내주셔서","살아 보내주셔서"
"34473","댓글입니","댓글입니"
"34474","애정하는","애정하는"
"34475","고단해지","고단해지"
"34476","카타르시스","카타르시스"
"34477","좌우하긴","좌우하긴"
"34478","얘기해도","얘기해도"
"34479","대단한걸요","대단한 걸요"
"34480","잘하고있","잘하고 있"
"34481","기도할게요","기도할게요"
